"nct_id","brief_title","condition","intervention_type","intervention"
"NCT02000726","Neuroimaging Predictors of Antidepressant Treatment Outcome","Depression","Drug","Fast acting antidepressant-like treatment. administered i.v. during the fMRI scanning session"
"NCT00000501","Hypertension Prevention Trial (HPT) Feasibility Study","Hypertension","Behavioral","diet, reducing"
"NCT00320008","Intensified Multifactorial Intervention in Patients With Type 2 Diabetes and Microalbuminuria","Type 2 Diabetes","Drug","Blood pressure lowering therapy"
"NCT00400777","Efficacy and Safety of Valsartan, Hydrochlorothiazide and Amlodipine Combination Therapy in Hypertension","Hypertension","Drug","Valsartan, hydrochlorothiazide and amlodipine"
"NCT03619941","Continuous Tart Cherry Juice Supplementation With Metabolic Syndrome Participants","Hypertension","Dietary Supplement","Placebo"
"NCT03013907","Emotional Awareness and SElf-regulation for Depression in Patients With Hypertension (EASE) Study","Hypertension","Behavioral","Usual care"
"NCT00932867","Surveillance of Efficacy and Safety of Drug PRITOR in patieNts With Arterial Hypertension, Who do Not Tolerate ACE inhibitoR Treatment","Hypertension","Drug","Kinzal/Pritor (Telmisartan, BAY68-9291)"
"NCT00525629","The Metabolic Effects of Short-term Walnut Consumption in Subjects With the Metabolic Syndrome","Type 2 Diabetes","Dietary Supplement","Walnuts"
"NCT00605865","Drug Use Investigation of Jzoloft.","Depression","Drug","Sertraline hydrochloride"
"NCT02558270","Effects of SGLT-2 Inhibition on Hepatic Glucose and Energy Metabolism","Type 2 Diabetes","Drug","Placebo"
"NCT04125251","Men Engagement in Women Empowerment for Improving Maternal Mental Health Through Cash Transfer and Life Skills Building","Depression","Behavioral","Life Skills Building Training"
"NCT04016428","Online Prenatal Trial in Mindfulness Sleep Management","Depression","Behavioral","OPTIMISM"
"NCT01366625","Renal Denervation in Patients With Resistant Hypertension and Obstructive Sleep Apnea","Hypertension","Device","Renal denervation with a catheter-based procedure (Symplicity® Catheter System)"
"NCT00564057","Effects of Antihypertensive Treatment in HIV Infected Patients: Candesartan Versus Lercanidipine","Hypertension","Drug","candesartan"
"NCT00458094","Peer Support for Increasing Physical Activity in People With Serious Mental Illnesses","Depression","Behavioral","Physical activity intervention without peer support (PA)"
"NCT00756405","Effects of Dietary Antioxidants on Cardiovascular Risk Factors","Hypertension","Dietary Supplement","Placebo"
"NCT01954446","A Novel Non-interfering Arterial Blood Pressure Monitoring Device","Hypertension","Device","ContiPressTM"
"NCT02068872","Gastric Sleeve Pilot Study in Morbidly Obese Undergoing Liver Transplantation","Type 2 Diabetes","Procedure","Sleeve Gastrectomy"
"NCT00000528","Trials of Hypertension Prevention (TOHP)","Hypertension","Behavioral","diet, sodium-restricted (Phase III) diet, sodium-restricted"
"NCT01349114","Effect of the Direct Renin Inhibitor Aliskiren on Endothelial Function and Arterial Stiffness in Diabetic Subjects","Hypertension","Drug","aliskiren 300 mg once daily"
"NCT00000620","Action to Control Cardiovascular Risk in Diabetes (ACCORD)","Hypertension","Drug","Anti-hyperglycemic Agents"
"NCT00508365","Evaluation of Potential for Orthostatic Hypotension in Elderly Hypertensives","Hypertension","Drug","Carvedilol CR capsules"
"NCT01212874","Esmolol or Nitroglycerin Infusion for Blood Pressure Control Prior to Cardiopulmonary Bypass (CPB) in Cardiac Surgery","Hypertension","Drug","esmolol"
"NCT01727726","A Study of Flexible-dose Brexpiprazole as Adjunctive Therapy in the Treatment of Adults With Major Depressive Disorder, the Delphinus Trial","Depression","Drug","Seroquel XR"
"NCT03490747","Evaluation of a Physical Activity Referral Scheme","Depression","Behavioral","Physical activity referral scheme"
"NCT05603000","Emotion Focused Family Therapy for Parents of Children With Mental Health Difficulties","Depression","Behavioral","Emotion Focused Family Therapy"
"NCT05218031","Acceptance and Commitment Group Therapy for Unaccompanied Minors","Depression","Behavioral","Acceptance and Commitment Therapy"
"NCT03984929","Conexion: A Localized Information Resource on Diabetes and Depression for a Low-income Hispanic Community","Depression","Behavioral","Conexion Generic"
"NCT01732601","Intensive Outpatient Services for Teens","Depression","Behavioral","Standard Care"
"NCT01174394","Electroacupuncture Combined With Antidepressants for Post-stroke Depression","Depression","Procedure","n-CEA (Strietberger®)"
"NCT05024630","Renal Denervation and pUlmonary Vein isolAtion With cryoabLation on Patients With Atrial Fibrillation and hypErtension","Hypertension","Procedure","Renal artery cryoablation"
"NCT02701855","Retina Microvascular Remodeling and Cognitive Function In Hypertension","Hypertension","Radiation","Brain and aorta RMI"
"NCT03279861","Sacubitril-valsartan Versus Usual Anti-hypertensives in LVAD","Hypertension","Drug","Entresto"
"NCT03100812","Asian American Partnerships in Research and Empowerment (AsPIRE)","Hypertension","Behavioral","Less Intensive CHW Intervention"
"NCT00202137","Home Blood Pressure Monitoring and Blood Pressure Control","Hypertension","Behavioral","Physician monitoring of blood pressure"
"NCT03423212","Just Do You Program for Young Adults With Serious Mental IIlness","Depression","Behavioral","Active Control"
"NCT03089333","Effects of SGLT2 Inhibitor on Hemodynamic Parameters in Resistant Hypertensive Subjects","Hypertension","Drug","Glibenclamide 5Mg Tablet"
"NCT02637336","Study to Investigate Effects of Different Therapies for the Treatment of Hypertension","Hypertension","Device","Aromatherapy"
"NCT00557427","Hypericum vs Fluoxetine for Mild to Moderate Adolescent Depression","Depression","Drug","fluoxetine"
"NCT04714320","A Study to Assess the Safety, Tolerability and Efficacy of IONIS-AGT-LRx in Hypertensive Participants With Uncontrolled Blood Pressure","Hypertension","Drug","Placebo"
"NCT00318864","Biological CVD Risk Factors in Older Depressed Patients","Hypertension","Behavioral","Cognitive behavioral therapy"
"NCT05129891","A Research Study Looking at New Protein-based Tablets in Healthy Male Participants","Type 2 Diabetes","Drug","NNC0385-0434 D"
"NCT00000471","Lifestyle Heart Trial","Hypertension","Behavioral","diet, fat-restricted"
"NCT02207582","Prefrontal Transcranial Random Noise Stimulation in Patients With Depression","Depression","Device","Verum Prefrontal tRNS"
"NCT00389675","DORADO-AC-EX - A Long-Term Safety Extension Study to the Phase 3 DORADOC-AC Study (Protocol DAR-312) of Darusentan in Resistant Hypertension","Hypertension","Drug","Guanfacine"
"NCT01682057","A Multicenter Study to Evaluate the ROX Anastomotic Coupler System (ACS) In Patients With Severe Hypertension","Hypertension","Device","ROX Anastomotic Coupler System (ACS)"
"NCT00274716","Safety and Efficacy of MK0736 & MK0916 in Patients With Hypertension (High Blood Pressure)(0736-003)(COMPLETED)","Hypertension","Drug","MK0916"
"NCT00153023","1 Year Trial Telmisartan 80 mg Versus Valsartan 160 mg in Hypertensive Type 2 Diabetic Patients With Overt Nephropathy","Hypertension","Drug","Telmisartan"
"NCT02831803","Nuts and Extra Virgin Olive Oil Pilot Study","Hypertension","Dietary Supplement","Extra Virgin Olive Oil"
"NCT00233532","Canadian Study of Trandolapril on Blood Pressure in Hypertensive Patients (TRAIL)","Hypertension","Drug","Trandolapril"
"NCT00460915","Efficacy and Safety of Lacidipine and Amlodipine on Blood Pressure in Korean ISH Patients Aged 60 to 80 Years","Hypertension","Drug","Lacidipine & Amlodipine"
"NCT01390831","Renal Denervation in Patients With Uncontrolled Hypertension in Chinese","Hypertension","Device","THERMOCOOL® Catheter"
"NCT00295542","Ambulatory Blood Pressure Monitoring in the Prediction of Cardiovascular Events and Effects of Chronotherapy","Hypertension","Drug","ARB (including valsartan, telmisartan, olmesartan)"
"NCT01844596","Optimizing Linkage and Retention to Hypertension Care in Rural Kenya","Hypertension","Behavioral","Behavioral communication strategy, plus smartphone-based tool"
"NCT00644267","Using a Telemedicine System to Promote Patient Care Among Underserved Individuals","Hypertension","Behavioral","Telemedicine"
"NCT00951691","Enhanced Medical Rehabilitation for Disablement","Depression","Behavioral","Treatment as usual"
"NCT04302493","Mindfulness Based Stress Reduction and Post-Stroke Cognition","Depression","Behavioral","Stroke Support Group (SSG)"
"NCT05312892","Sympathetic Mechanisms in Obesity-Crossover Design","Hypertension","Drug","Moxonidine"
"NCT03654599","Effects of Digital Stories Intervention on Psychosocial Well-being","Depression","Behavioral","Baseline Surveys"
"NCT05294614","Implementation of a Psychological Online Intervention for Low to Moderate Depression in Primary Health Care","Depression","Behavioral","""Sonreír es diveritdo"" - Smiling is fun"
"NCT03276598","A Study on Molecular Genetics of Drug Responsiveness in Essential Hypertension","Hypertension","Drug","Placebo"
"NCT03870360","Preventing Anxiety and Depression in Older Hispanics","Depression","Behavioral","HOLA Component 3"
"NCT04127084","Effects of SGLT2 Inhibition Treatment on Different Levels of Albuminuria in Patients With Type 2 Diabetes","Type 2 Diabetes","Drug","SGLT2 Inhibition"
"NCT05594264","Storytelling Intervention for African Americans Living With Hypertension","Hypertension","Behavioral","HBPStories"
"NCT05111665","Decentering and Relapse/Recurrence in MBCT for Depression in Adults","Depression","Behavioral","Relaxation Group Therapy (RGT)"
"NCT04656093","Healthy Mediation Adherence To Transform and Effectively Relieve Symptoms","Hypertension","Behavioral","Education on SMB"
"NCT04675593","Using mHealth to Improve Adherence and Reduce Blood Pressure in Individuals With Hypertension and Bipolar Disorder","Hypertension","Behavioral","iTAB-CV"
"NCT04538352","Transition From Basal/Bolus to Once-weekly Subcutaneous Semaglutide and Basal Insulin in Patients With Type-2 Diabetes Mellitus","Type 2 Diabetes","Drug","Insulin Degludec"
"NCT00425269","Lifestyle Intervention for Pakistani Women in Oslo","Type 2 Diabetes","Behavioral","lifestyle intervention (diet and physical activity)"
"NCT05447312","Artificial Intelligence Music Therapy for Psychosocial and Cognitive Functions of Older Adults","Depression","Behavioral","Traditional Music Therapy"
"NCT02360774","Mechanisms of Weight Loss With SGLT2 Inhibition","Type 2 Diabetes","Drug","Canagliflozin"
"NCT03662620","Clinical Trial to Compare the Safety and Pharmacokinetics of YH22162 in Healthy Volunteers","Hypertension","Drug","Telmisartan 80mg + Amlodipine 5mg + Chlorthalidone 25mg"
"NCT01954446","A Novel Non-interfering Arterial Blood Pressure Monitoring Device","Hypertension","Device","3M"
"NCT03737032","Theta Burst Stimulation in Young Adults With Depression","Depression","Device","Intermittent Theta Burst Stimulation"
"NCT00369343","Study Evaluating Desvenlafaxine Succinate Sustained Release (DVS SR) Versus Placebo in Peri- and Postmenopausal Women","Depression","Drug","Desvenlafaxine administered as a succinate salt in a sustained-release form (DVS SR)"
"NCT02761161","Treatment of Sleep Disturbances in Trauma-affected Refugees","Depression","Behavioral","Imagery Rehearsal Therapy"
"NCT00398853","Effect of Chromium Picolinate on Insulin Sensitivity in Type 2 Diabetes","Type 2 Diabetes","Dietary Supplement","chromium picolinate 1000 mcg daily vs placebo"
"NCT04163757","The Effects of Crocin Supplementation on Metabolic Parameters, Oxidative Stress, AMP- Activated Protein Kinase and Inflammation-promoting Genes Expression in Peripheral Blood Mononuclear Cells in Patients With Type 2 Diabetes","Type 2 Diabetes","Dietary Supplement","placebo"
"NCT01305707","Continuation Electroconvulsive Therapy (C-ECT) for Relapse Prevention in Major Depression","Depression","Drug","PHARMACOTHERAPY"
"NCT01341873","Nursing Intervention in Supporting Family Caregivers of Patients Undergoing Stem Cell Transplant","Depression","Procedure","quality-of-life assessment"
"NCT04837521","Unified Protocol for Older Adults","Depression","Behavioral","Unified Protocol"
"NCT00683878","Add-on to Thiazolidinedione (TZD) Failures","Type 2 Diabetes","Drug","Placebo matching Dapagliflozin"
"NCT03692130","Treatment of Depression With Mindfulness, Acceptance and Commitment","Depression","Behavioral","Jacobson"
"NCT04191811","Investigating Neural Response Variability as a Single-patient Predictor of Successful CBT in Clinical Psychiatry","Depression","Behavioral","Internet-delivered cognitive behavioral therapy for major depressive disorder"
"NCT04641689","Stand Up Kansas: An Intervention to Reduce Sedentary Behavior in the Home Work Environment","Hypertension","Device","Desk Only"
"NCT04006756","A Study on Better Cognitive Functioning Through Braintraining on the Internet","Depression","Behavioral","Online cognitive training 2"
"NCT05111665","Decentering and Relapse/Recurrence in MBCT for Depression in Adults","Depression","Behavioral","Treatment as usual (TAU)"
"NCT03666351","Study to Evaluate the Effect on Improvement of LVH by the Control of BP in Hypertension Patients With AV Disease","Hypertension","Drug","Amlodipine/Losartan/Chlorthalidone"
"NCT01387945","Pilot Study of Home Blood Pressure Control Program (eBP Control)","Hypertension","Behavioral","HBPM+website+patient navigator"
"NCT05183230","WellPATH-PREVENT: A Mobile Intervention for Middle-Aged and Older Adults Hospitalized for Suicidal Ideation or Attempt","Depression","Behavioral","Optimized WellPATH-PREVENT"
"NCT01692301","Study of the Safety and Efficacy of LCZ696 on Arterial Stiffness in Elderly Patients With Hypertension","Hypertension","Drug","LCZ696"
"NCT01564719","Study of a Holistic Health Program for United Methodist Clergy","Depression","Behavioral","Holistic health"
"NCT04368546","Sunitinib Treatment on Tissue Sodium Accumulation (TSS2)","Hypertension","Drug","Sunitinib"
"NCT02681484","Effects of Speech-therapy in Hypertensive Patients","Hypertension","Behavioral","Anthroposophic speech therapy"
