"nct_id","condition","intervention_type","intervention","overall_status","country","brief_title","study_description"
"NCT00002816","Leukemia","Drug","cytarabine","Completed","United States","Combination Chemotherapy in Treating Children With Relapsed Acute Lymphoblastic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die.

PURPOSE: Phase III trial to compare the effectiveness of combination chemotherapy in treating children who have relapsed acute lymphoblastic leukemia."
"NCT00002816","Leukemia","Drug","dexamethasone","Completed","United States","Combination Chemotherapy in Treating Children With Relapsed Acute Lymphoblastic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die.

PURPOSE: Phase III trial to compare the effectiveness of combination chemotherapy in treating children who have relapsed acute lymphoblastic leukemia."
"NCT00002816","Leukemia","Drug","etoposide","Completed","United States","Combination Chemotherapy in Treating Children With Relapsed Acute Lymphoblastic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die.

PURPOSE: Phase III trial to compare the effectiveness of combination chemotherapy in treating children who have relapsed acute lymphoblastic leukemia."
"NCT00002816","Leukemia","Drug","idarubicin","Completed","United States","Combination Chemotherapy in Treating Children With Relapsed Acute Lymphoblastic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die.

PURPOSE: Phase III trial to compare the effectiveness of combination chemotherapy in treating children who have relapsed acute lymphoblastic leukemia."
"NCT00002816","Leukemia","Drug","ifosfamide","Completed","United States","Combination Chemotherapy in Treating Children With Relapsed Acute Lymphoblastic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die.

PURPOSE: Phase III trial to compare the effectiveness of combination chemotherapy in treating children who have relapsed acute lymphoblastic leukemia."
"NCT00002816","Leukemia","Drug","leucovorin calcium","Completed","United States","Combination Chemotherapy in Treating Children With Relapsed Acute Lymphoblastic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die.

PURPOSE: Phase III trial to compare the effectiveness of combination chemotherapy in treating children who have relapsed acute lymphoblastic leukemia."
"NCT00002816","Leukemia","Drug","mesna","Completed","United States","Combination Chemotherapy in Treating Children With Relapsed Acute Lymphoblastic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die.

PURPOSE: Phase III trial to compare the effectiveness of combination chemotherapy in treating children who have relapsed acute lymphoblastic leukemia."
"NCT00002816","Leukemia","Drug","Methotrexate","Completed","United States","Combination Chemotherapy in Treating Children With Relapsed Acute Lymphoblastic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die.

PURPOSE: Phase III trial to compare the effectiveness of combination chemotherapy in treating children who have relapsed acute lymphoblastic leukemia."
"NCT00002816","Leukemia","Drug","pegaspargase","Completed","United States","Combination Chemotherapy in Treating Children With Relapsed Acute Lymphoblastic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die.

PURPOSE: Phase III trial to compare the effectiveness of combination chemotherapy in treating children who have relapsed acute lymphoblastic leukemia."
"NCT00002816","Leukemia","Drug","therapeutic hydrocortisone","Completed","United States","Combination Chemotherapy in Treating Children With Relapsed Acute Lymphoblastic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die.

PURPOSE: Phase III trial to compare the effectiveness of combination chemotherapy in treating children who have relapsed acute lymphoblastic leukemia."
"NCT00002816","Leukemia","Drug","thioguanine","Completed","United States","Combination Chemotherapy in Treating Children With Relapsed Acute Lymphoblastic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die.

PURPOSE: Phase III trial to compare the effectiveness of combination chemotherapy in treating children who have relapsed acute lymphoblastic leukemia."
"NCT00002816","Leukemia","Drug","vincristine sulfate","Completed","United States","Combination Chemotherapy in Treating Children With Relapsed Acute Lymphoblastic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die.

PURPOSE: Phase III trial to compare the effectiveness of combination chemotherapy in treating children who have relapsed acute lymphoblastic leukemia."
"NCT00002827","Lymphoma","Drug","dexrazoxane hydrochloride","Completed","United States","Chemotherapy Followed by Radiation Therapy in Treating Young Patients With Newly Diagnosed Hodgkin's Disease","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Radiation therapy uses high-energy x-rays to damage cancer cells. Combining chemotherapy with radiation therapy may kill more cancer cells. It is not yet known if chemotherapy is more effective with or without dexrazoxane for Hodgkin's disease.

PURPOSE: Randomized phase III trial to compare the effectiveness of combination chemotherapy, with or without dexrazoxane, followed by radiation therapy in treating young patients with newly diagnosed stage I, stage II, or stage III Hodgkin's disease."
"NCT00002827","Lymphoma","Drug","doxorubicin hydrochloride","Completed","United States","Chemotherapy Followed by Radiation Therapy in Treating Young Patients With Newly Diagnosed Hodgkin's Disease","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Radiation therapy uses high-energy x-rays to damage cancer cells. Combining chemotherapy with radiation therapy may kill more cancer cells. It is not yet known if chemotherapy is more effective with or without dexrazoxane for Hodgkin's disease.

PURPOSE: Randomized phase III trial to compare the effectiveness of combination chemotherapy, with or without dexrazoxane, followed by radiation therapy in treating young patients with newly diagnosed stage I, stage II, or stage III Hodgkin's disease."
"NCT00002827","Lymphoma","Drug","etoposide","Completed","United States","Chemotherapy Followed by Radiation Therapy in Treating Young Patients With Newly Diagnosed Hodgkin's Disease","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Radiation therapy uses high-energy x-rays to damage cancer cells. Combining chemotherapy with radiation therapy may kill more cancer cells. It is not yet known if chemotherapy is more effective with or without dexrazoxane for Hodgkin's disease.

PURPOSE: Randomized phase III trial to compare the effectiveness of combination chemotherapy, with or without dexrazoxane, followed by radiation therapy in treating young patients with newly diagnosed stage I, stage II, or stage III Hodgkin's disease."
